Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,CIK
DXLG,"Destination XL Group, Inc.",1.83,$90.63M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dxlg,813298
DXPE,"DXP Enterprises, Inc.",35.95,$632.54M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dxpe,1020710
DXYN,"The Dixie Group, Inc.",0.62,$10.13M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/dxyn,29332
DYAI,"Dyadic International, Inc.",4.41,$118.03M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dyai,
DYNT,Dynatronics Corporation,1.7335,$14.32M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dynt,720875
DYSL,Dynasil Corporation of America,1.0452,$18.25M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl,30831
DZSI,"DASAN Zhone Solutions, Inc.",11.4,$189.28M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi,1101680
EA,Electronic Arts Inc.,90.42,$27.09B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea,712515
EARS,Auris Medical Holding Ltd.,3.93,$7.49M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears,1601936
EAST,"Eastside Distilling, Inc.",5.32,$48.42M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east,1534708
EBAY,eBay Inc.,35.87,$31.26B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay,1065088
EBAYL,eBay Inc.,25.94,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl,1065088
EBIX,"Ebix, Inc.",47.45,$1.45B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix,814549
EBIZ,Global X E-commerce ETF,17.231,$2.59M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ebiz,
EBMT,"Eagle Bancorp Montana, Inc.",16.935,$108.45M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt,1478454
EBSB,"Meridian Bancorp, Inc.",17.11,$916.11M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb,1411974
EBTC,Enterprise Bancorp Inc,30,$353.85M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc,1018399
ECHO,"Echo Global Logistics, Inc.",21.4,$597M,2009,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo,1426945
ECOL,"US Ecology, Inc.",56.15,$1.24B,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/ecol,742126
ECOR,"electroCore, Inc.",5.72,$168.41M,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor,1560258
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,24.36,$2.44M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ecow,
ECPG,Encore Capital Group Inc,35.5,$1.1B,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg,1084961
EDAP,EDAP TMS S.A.,4.47,$129.62M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap,1041934
EDIT,"Editas Medicine, Inc.",22.27,$1.1B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit,1650664
EDNT,"Edison Nation, Inc.",3.94,$22.38M,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ednt,1717556
EDRY,EuroDry Ltd.,7.7162,$17.59M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry,1731388
EDTX,EdtechX Holdings Acquisition Corp.,10,$79.06M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx,1746468
EDTXU,EdtechX Holdings Acquisition Corp.,10.18,$80.49M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxu,1746468
EDTXW,EdtechX Holdings Acquisition Corp.,0.26,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxw,1746468
EDUC,Educational Development Corporation,8.295,$68M,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ,31667
EEFT,"Euronet Worldwide, Inc.",146.8,$7.62B,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft,1029199
EEI,"Ecology and Environment, Inc.",11.61,$50.08M,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei,809933
EEMA,iShares MSCI Emerging Markets Asia ETF,63.42,$497.85M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eema,
EFAS,Global X MSCI SuperDividend EAFE ETF,15.56,$7M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/efas,
EFBI,"Eagle Financial Bancorp, Inc.",15.75,$25.87M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi,1699018
EFII,"Electronics for Imaging, Inc.",36.96,$1.59B,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii,867374
EFOI,"Energy Focus, Inc.",0.55,$6.78M,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi,924168
EFSC,Enterprise Financial Services Corporation,41.21,$1.11B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc,1025835
EGAN,eGain Corporation,8.13,$246.49M,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan,1066194
EGBN,"Eagle Bancorp, Inc.",55.35,$1.91B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn,1050441
EGHT,8x8 Inc,23.46,$2.24B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/eght,1023731
EGLE,Eagle Bulk Shipping Inc.,5.31,$388.45M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle,1322439
EGOV,NIC Inc.,16.37,$1.1B,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/egov,1065332
EGRX,"Eagle Pharmaceuticals, Inc.",55.57,$774.06M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx,827871
EHTH,"eHealth, Inc.",58.59,$1.33B,2006,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth,1333493
EIDX,"Eidos Therapeutics, Inc.",23.5,$865.45M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx,
EIGI,"Endurance International Group Holdings, Inc.",5,$729.8M,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi,1237746
EIGR,"Eiger BioPharmaceuticals, Inc.",10.88,$265.86M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr,1305253
EKSO,"Ekso Bionics Holdings, Inc.",1.76,$119.1M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso,1549084
ELGX,"Endologix, Inc.",6.62,$111.13M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx,1013606
ELOX,"Eloxx Pharmaceuticals, Inc.",10.67,$384.39M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox,
ELSE,"Electro-Sensors, Inc.",3.5565,$12.08M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else,351789
ELTK,Eltek Ltd.,1.2999,$5.69M,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk,1024672
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,108.45,$15.2B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emb,
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,71.25,$35.63M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emcb,
EMCF,Emclaire Financial Corp,31.3058,$84.49M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf,858800
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,21.2961,$33.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emcg,
EMCI,EMC Insurance Group Inc.,36.02,$780.49M,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci,356130
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,27.0563,$24.35M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emif,
EMKR,EMCORE Corporation,3.67,$102.23M,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr,808326
EML,Eastern Company (The),26.29,$163.87M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml,31107
EMMS,Emmis Communications Corporation,3.6274,$47.51M,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms,783005
EMXC,iShares MSCI Emerging Markets ex China ETF,46.65,$14M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emxc,
ENDP,Endo International plc,6.51,$1.45B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp,1593034
ENFC,Entegra Financial Corp.,29.57,$204.6M,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc,1522327
ENG,ENGlobal Corporation,0.7658,$20.99M,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng,933738
ENLV,Enlivex Therapeutics Ltd.,10.8504,$109.74M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enlv,1596812
ENOB,"Enochian Biosciences, Inc.",5.79,$224.59M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enob,
ENPH,"Enphase Energy, Inc.",13.69,$1.51B,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph,1463101
ENSG,"The Ensign Group, Inc.",56.04,$2.97B,2007,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ensg,1125376
ENT,Global Eagle Entertainment Inc.,0.903,$83.05M,2011,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ent,1512077
ENTA,"Enanta Pharmaceuticals, Inc.",84.16,$1.66B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta,1177648
ENTG,"Entegris, Inc.",37.07,$5.02B,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg,1101302
ENTX,Entera Bio Ltd.,3.9,$44.69M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx,1638097
ENTXW,Entera Bio Ltd.,0.68,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw,1638097
ENZL,iShares MSCI New Zealand ETF,51.42,$156.83M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/enzl,
EOLS,"Evolus, Inc.",22.19,$606.52M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols,1570562
EPAY,"Bottomline Technologies, Inc.",44.54,$1.94B,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/epay,1073349
EPIX,ESSA Pharma Inc.,2.4,$15.15M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix,1633932
EPSN,Epsilon Energy Ltd.,4.2236,$115.66M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epsn,1726126
EPZM,"Epizyme, Inc.",11.76,$1.07B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm,1571498
EQ,"Equillium, Inc.",6.08,$105.65M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eq,1746466
EQBK,"Equity Bancshares, Inc.",26.61,$420.98M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk,
EQIX,"Equinix, Inc.",476.24,$40.04B,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix,1101239
EQRR,ProShares Equities for Rising Rates ETF,40.01,$4M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqrr,
ERI,"Eldorado Resorts, Inc.",46.14,$3.57B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri,1590895
ERIC,Ericsson,9.05,$29.88B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric,717826
ERIE,Erie Indemnity Company,194.74,$10.18B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie,922621
ERII,"Energy Recovery, Inc.",10.21,$556.23M,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii,1421517
ERYP,Erytech Pharma S.A.,7.38,$132.38M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp,1624422
ESBK,Elmira Savings Bank NY (The),16.5,$57.46M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk,877808
ESCA,"Escalade, Incorporated",11.21,$162.23M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca,33488
ESEA,Euroseas Ltd.,0.66,$8.26M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea,1341170
ESG,FlexShares STOXX US ESG Impact Index Fund,66.8603,$35.1M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esg,
ESGD,iShares ESG MSCI EAFE ETF,62.19,$746.28M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgd,
ESGE,iShares ESG MSCI EM ETF,32.33,$539.91M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esge,
ESGG,FlexShares STOXX Global ESG Impact Index Fund,95,$80.75M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgg,
ESGR,Enstar Group Limited,174.85,$3.76B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr,1363829
ESGRO,Enstar Group Limited,25.89,"$113,916 ",n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgro,1363829
ESGRP,Enstar Group Limited,26.11,"$417,760 ",n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp,1363829
ESGU,iShares ESG MSCI USA ETF,61.8201,$213.28M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgu,
ESLT,Elbit Systems Ltd.,136.96,$5.86B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt,1027664
ESPR,"Esperion Therapeutics, Inc.",48.53,$1.31B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr,1434868
ESQ,"Esquire Financial Holdings, Inc.",24,$180.79M,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq,1531031
ESSA,"ESSA Bancorp, Inc.",15,$171.13M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa,1382230
ESTA,Establishment Labs Holdings Inc.,26.44,$539.55M,2018,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta,1688757
